mssv,namsinh,gioitinh,dtbhk_1,dtbhk_2,dtbhk_3,dtbhk_4,dtbhk_5,dtbhk_6,dtbhk_7,dtbhk_8
361E6963XPvAibaEXe8DnlmqQfnjpjU82MloClPN,2000,0,8.45,7.4,8.45,8.45,8.45,8.45,7.4,8.45
3622E58BXPvAibaEXe9lF2o7VejWNjkH+xdoXpbr,1995,1,5.15,3.86,5.15,2.57,5.15,1.29,2.06,3.09
362A0FDCXPvAibaEXe9KWpGOh3zHl+QkHSPwcvsY,1997,1,7.92,7.92,6.78,6.78,6.78,7.92,6.78,7.92
362ED03DXPvAibaEXe9kEUKWGqhXVK/sqm1PL7ZA,2000,0,8.67,8.67,7.59,7.59,7.59,5.42,7.59,6.5
36338FCBXPvAibaEXe/45+b0LBlJ7F/6Y7BUQGBY,1997,1,7.48,5.34,7.48,6.41,8.55,7.48,8.55,8.55
363418A2XPvAibaEXe+o6IG47qzoIWqFTw8yfU3S,1998,1,8.65,7.57,7.57,8.22,8.0,7.79,8.44,8.0
363B6247XPvAibaEXe+rQqH2xQ3mK8bbkEohmVcB,1998,1,9.0,7.87,6.75,6.97,7.87,7.42,7.2,6.52
363C25EFXPvAibaEXe9i7Lm5hcsAn/ocI7rKCyS7,2000,1,7.6,6.51,7.6,7.6,8.68,6.51,8.68,6.51
363E260CXPvAibaEXe+pZU+khqBqyoEah5lprFD9,1997,0,8.47,7.41,8.47,8.47,8.47,8.47,7.41,9.53
364B9763XPvAibaEXe+SIoKUNff6nJS9tRl8cEDE,2000,0,5.41,6.5,6.5,7.58,8.66,8.66,8.66,8.66
364B9E9BXPvAibaEXe879+AOg1gh8sRVdBmZSiXe,1995,0,7.47,7.47,7.47,8.53,7.47,8.53,8.53,8.53
364C01E5XPvAibaEXe/baiw3K4HkF0B1jHz/g2mU,1996,1,7.09,7.09,7.09,2.36,6.62,5.67,4.73,5.2
364CB864XPvAibaEXe/Dy4K4yiQpODZIkZFRB90m,1995,1,5.49,7.68,7.68,7.68,7.68,8.78,7.68,8.78
364DA968XPvAibaEXe8Uni3vOWXwqIpdEF8XNTjd,1998,1,8.34,7.3,8.34,8.14,8.14,8.34,8.14,8.14
36509F94XPvAibaEXe/fvouekn0IRnWyZ90ScIgz,1998,1,8.79,8.79,7.69,7.25,8.79,8.79,7.69,7.91
3650EDF8XPvAibaEXe/HUzLtjodNT6UPugIw0YyF,1998,1,8.87,6.65,7.76,7.54,7.32,7.76,6.88,7.76
36553D20XPvAibaEXe/z8kRiyNmKNp9Rc/2BUkTx,1998,1,9.14,9.14,8.0,7.54,9.14,9.14,8.0,8.23
365CA8CCXPvAibaEXe/qQxqlVrMEUie2Fkq6Hfn0,1998,1,8.92,7.81,10.0,8.48,8.48,8.92,8.7,8.25
365D3D30XPvAibaEXe/iIkJq57vD77nXBcqsKazA,1997,1,6.72,6.72,6.72,6.72,6.72,5.6,5.6,2.24
36615708XPvAibaEXe/VQHzzHDYACXd7sCOtFSzk,2001,1,8.71,6.53,6.53,6.53,8.71,8.71,7.62,7.84
36622C97XPvAibaEXe//Z7+CGDQLoNhIq+lX3ALS,1998,1,7.89,6.76,7.89,6.76,4.51,6.76,6.76,6.76
3666575DXPvAibaEXe/xzCVTNrEPZH0+dc+Q+ixi,1998,1,7.28,6.24,7.28,7.07,7.07,7.48,7.69,7.9
366832FCXPvAibaEXe/glop/3mrWAOvO4Wa5Wjw2,2000,0,6.31,7.37,7.37,7.37,8.42,7.37,8.42,7.79
3669079DXPvAibaEXe8WD3qnVG2b/Xo6z5VgIbaM,1995,1,7.42,8.47,7.42,8.47,8.47,8.47,8.47,8.47
3670B2F3XPvAibaEXe92Jin2iMtHCooAV2Og/xCx,1998,1,6.98,5.81,6.98,6.98,6.98,6.98,6.98,6.98
3672838EXPvAibaEXe+23cTkF8qTDytadlIBqcY0,2001,1,8.69,8.69,7.61,8.69,9.78,7.61,7.61,8.69
367369D0XPvAibaEXe/U5lSbganJ83h1MLdX6mWp,1997,1,8.33,8.33,8.33,7.29,8.33,8.33,9.37,8.33
36760BA7XPvAibaEXe+yfG9g1htAWgnI/S9f7qwd,1998,1,7.69,6.6,6.6,6.6,7.03,7.69,7.47,6.16
36779542XPvAibaEXe9QVsCW2codORJGccqM7KCC,2000,1,7.39,7.39,8.44,8.44,8.44,8.44,8.44,8.44
36828B71XPvAibaEXe/GFbVLDV6SZNdvvgJpO0Mz,1996,1,6.59,7.69,6.59,7.69,6.59,6.59,6.59,8.79
3694E5E6XPvAibaEXe9HXpb1PepyFV6dAscob+FU,1996,1,7.38,6.15,6.15,6.15,7.38,8.61,7.38,6.15
36A05ACFXPvAibaEXe8Bq6xNX3rcoZ36811nSgaR,1998,1,6.03,7.03,7.03,7.03,7.03,6.63,7.83,7.63
36A8FB36XPvAibaEXe8BiuCDd5JsR2Wqs1PQhOB6,1998,1,7.81,8.93,8.93,8.71,8.71,8.26,8.93,8.04
36ABF878XPvAibaEXe8z1D60SqYPkMuXnjMh/cNC,1998,1,7.73,8.83,7.73,8.17,6.18,8.39,8.17,8.17
36BC8A31XPvAibaEXe9upvU5DvuC9htMUSG2h0WC,1995,1,6.64,5.53,7.74,7.74,7.74,7.74,7.74,6.64
36C59801XPvAibaEXe9ESTQu9OOcIHvjhnHtGOAu,1997,1,8.65,8.65,7.56,7.56,7.56,7.56,7.56,8.65
36CA7BAAXPvAibaEXe9CNoSsNIodZ0r60+5WKHX+,2000,1,4.06,4.06,3.04,1.01,3.25,4.26,3.86,4.46
36CCE924XPvAibaEXe8wE/M9J26zYgz0Snj0k/Sw,1998,1,6.41,5.34,5.77,6.41,6.41,6.62,6.41,7.91
36D1A4EEXPvAibaEXe++eRN1Fgsl0HKhfECUKxl8,1998,1,9.5,9.5,8.44,8.66,8.87,8.66,9.08,8.66
36D640F7XPvAibaEXe9mDsFtgVHJ/mDfL0P5OcbN,1998,1,7.82,5.22,3.91,7.82,3.91,2.61,1.56,1.3
36E9C753XPvAibaEXe+RuJt6KkmrDIw2KJhw7eLX,1998,1,8.58,7.51,8.58,8.58,8.58,7.94,8.37,7.29
36EBF187XPvAibaEXe8aMmuWiMhL4kaW5GJ4NoC0,1996,1,8.57,8.57,8.57,8.57,8.57,8.57,8.57,8.57
36EEAC42XPvAibaEXe/o3PWM28sNiiHHDAXs5fbh,1998,1,7.17,5.12,6.14,5.94,6.14,7.17,7.37,6.96
36EFD430XPvAibaEXe9zGba8fcKEKJZz/WjQKnhb,1998,0,6.61,7.71,7.71,6.61,6.61,7.71,8.82,6.61
36F24A93XPvAibaEXe/KIviHIwoJTh1TdrwREzkZ,1998,1,7.09,8.28,8.28,7.09,6.15,6.86,7.8,7.33
36F565D1XPvAibaEXe9J+wD+ah8CNE5sUQpdTNqR,2001,1,7.58,7.58,7.58,5.42,7.58,8.67,7.58,7.37
36F63D1DXPvAibaEXe8scZUjY2tXh6PZu3eTCqP0,1997,1,8.48,7.42,7.42,8.48,6.36,6.36,6.36,8.48
36F9261EXPvAibaEXe9PDEhlfOA/z4GNYg+RdhOv,1997,1,8.56,6.42,6.42,7.49,7.49,7.49,8.56,8.56
36FA8BB0XPvAibaEXe/Nok7qdNjJRkvxvZ3RvFLA,1995,1,6.94,5.78,6.94,5.78,8.1,6.94,8.1,6.94
36FE6837XPvAibaEXe+xxRCacZP96h0zDJZCKy8e,1996,1,7.96,7.96,7.96,7.96,5.69,7.96,7.96,7.96
37015C21XPvAibaEXe9KDPR79yT+xLzKKkL+M0JE,2000,1,3.73,4.97,6.21,8.69,4.97,8.69,8.69,8.69
370CDDCEXPvAibaEXe9EUO2qxCH07XWtCUmfd8FP,1998,1,6.86,2.29,6.86,3.43,4.8,5.03,3.66,4.35
3717D578XPvAibaEXe/HZd2ATF04tG9BPe7UPd8B,2001,1,7.4,7.4,7.4,8.46,6.34,8.46,7.4,7.61
371D7C02XPvAibaEXe9RBNO8knVPD6nhpMeb17yK,1997,0,2.76,1.38,0.69,2.35,2.21,2.35,3.04,3.45
371F5AE9XPvAibaEXe8c53vaOKMxC9TpnxULmvfr,1996,1,7.49,8.56,7.49,7.49,7.49,7.49,8.56,6.42
372B5A76XPvAibaEXe9E+yOJSz6HoUdj5Y30HSpk,1997,1,7.4,7.4,8.46,7.4,7.4,8.46,8.46,7.4
372B8B67XPvAibaEXe9Veo8epKbTmDULBuPb9MJv,1997,1,7.45,5.96,5.96,7.45,5.96,5.96,4.47,4.47
3730785BXPvAibaEXe/3Z2K7mhA0JVN2/C+yk51e,1997,1,4.84,1.21,6.05,6.05,2.42,2.42,1.21,3.63
3737628AXPvAibaEXe95ZLbYjhH5ZQAEXiI8w+eT,1998,1,8.54,9.61,8.54,8.54,8.54,8.75,8.11,8.97
37386930XPvAibaEXe8YD29zP3MXD5cuRYwR423A,2001,1,8.39,8.39,8.39,8.39,8.39,8.39,8.39,8.81
373E8DD1XPvAibaEXe8qsJChBuF6jtG+35NDyFop,1998,1,7.15,8.17,7.15,7.15,7.15,7.76,7.35,8.37
3744BBBAXPvAibaEXe9mpn5IvDinR/eL7sPOtRIT,2001,1,8.29,8.29,8.29,8.29,8.29,8.29,8.29,8.7
374C2F02XPvAibaEXe+pDN88/1DR4BRDEcLb86g4,1996,1,8.28,7.1,7.1,5.91,5.91,7.1,5.91,7.1
376DADBFXPvAibaEXe/Ds03NHwiYqqzsWnDboW3y,1998,1,8.35,7.31,7.31,7.93,7.72,7.52,8.14,7.72
37755D69XPvAibaEXe/F36f6kWud/1IZ+ymHae4D,1998,1,9.28,6.96,7.89,8.12,6.5,8.82,8.35,7.19
3788C7A4XPvAibaEXe/81GDNmtxKsfT2ovFuIAkG,1998,1,0.34,0.54,0.34,0.68,1.22,1.28,1.28,1.69
37922D16XPvAibaEXe+w176fpnMT1WB0o8Pfx6+s,1998,1,9.78,8.7,8.7,8.91,8.91,8.48,8.26,9.13
37930AD7XPvAibaEXe9CtFSNMbfIz8i9KHQMn+p1,1995,1,6.48,6.48,7.55,6.48,8.63,7.55,8.63,7.55
37936477XPvAibaEXe+McGOG9wsc4q35rTfq/5e7,1998,1,7.51,8.59,8.59,8.37,8.37,7.94,8.59,7.73
379C0BF8XPvAibaEXe/pj/zSBjVU9OPAQV660lHU,2001,1,9.22,8.19,8.19,9.22,8.19,9.22,10.0,9.22
37A447E0XPvAibaEXe+McGOG9wsc4ilSYfJygeFY,1998,1,6.19,5.16,7.22,5.78,6.4,7.22,7.43,6.6
37B0536EXPvAibaEXe/nv6PZ4rt50mQbe8ojSbq/,1997,0,8.52,7.46,8.52,8.52,7.46,7.46,9.59,9.59
37B10C06XPvAibaEXe+l62icawnoYijfbNMGkQ1b,2001,1,8.52,7.45,7.45,7.45,8.52,8.52,8.52,8.3
37BE10B5XPvAibaEXe+2s2LZmFpY2oryJaLNuo9E,1998,1,7.96,7.96,5.97,7.76,7.56,6.56,6.96,7.76
37BF549BXPvAibaEXe8hLNatuVCg+VlP2SYvVtDS,1996,1,5.36,3.58,4.47,3.58,3.4,3.75,3.04,4.83
37BFEFE1XPvAibaEXe9YgNnR0JxPhZRpZp3rXh0T,2000,1,9.78,8.69,8.69,8.69,8.69,8.69,8.69,8.69
37C25979XPvAibaEXe99J3nD1pBZIm2autJRlxRN,1997,1,7.96,5.68,7.96,6.82,5.68,6.82,6.82,6.82
37C6921BXPvAibaEXe+sY5a+0mlf7czF+9gqlo5q,1998,1,9.88,7.69,7.69,7.47,8.34,7.91,8.34,9.0
37C69A3CXPvAibaEXe+GGliW+AfAjAOZ5OazMcO3,2001,1,8.8,7.55,8.8,3.77,6.79,5.79,6.04,4.78
37C8A303XPvAibaEXe+dJypLAXKUX6hg39HIUvKN,1998,1,8.66,7.58,8.66,7.58,7.58,7.58,8.66,8.66
37CE7EACXPvAibaEXe/twRH8x8eygyut+9l3hXDU,1996,1,5.92,5.92,8.29,8.29,8.29,8.29,8.29,4.73
37D1D514XPvAibaEXe+D5C9Re7EGLVDf4ZYLzVb8,1998,1,7.45,6.39,7.45,7.45,8.52,8.52,8.52,8.52
37DA2C9FXPvAibaEXe/btl79MArZLIpwumHVZXLc,1996,1,8.23,7.2,8.23,9.26,8.23,9.26,9.26,9.26
37DD42DEXPvAibaEXe/QEoeDNKATR6H1N8p0eG5R,2000,1,7.42,6.36,7.42,7.42,8.48,8.48,8.48,8.48
37E8854FXPvAibaEXe93t/fGOsRpn2pIVjPlvyxA,1998,1,6.57,7.66,8.75,7.66,7.66,8.75,7.66,6.57
37E97C19XPvAibaEXe++R9hzjt1s71Xccrv/DP+b,1997,1,8.23,3.53,7.06,8.23,8.23,7.06,9.41,7.06
37E9895DXPvAibaEXe9E+KuE/nFliak6/YMItssI,1995,1,4.51,3.01,6.01,4.51,10.0,9.02,6.01,7.52
37EE3B34XPvAibaEXe/cAy9n2SNhGAJkGSi3WQOm,2000,1,3.93,1.57,7.86,7.86,9.17,9.17,7.86,8.65
37FB4A5EXPvAibaEXe9cMY+S62CQpe2Xk+e0eJVd,1998,1,8.59,8.59,8.59,8.37,8.37,9.02,8.59,7.73
38038D0EXPvAibaEXe9VY3GVIF2YyKYEuENk/spk,1998,1,8.79,8.79,7.69,7.25,8.79,8.79,7.69,7.91
3804A632XPvAibaEXe9spJK2tF1F79mLHA3sS7Vy,1999,1,7.48,6.41,6.41,6.41,7.48,7.48,7.48,8.55
380DF82FXPvAibaEXe/GYDluKvKBtQn1rq/L9WA7,2000,1,6.38,5.1,6.38,5.1,5.1,6.38,6.38,7.65
381475DBXPvAibaEXe+Z64Gg7q108Clu6+64csNJ,1997,1,7.42,5.3,5.3,5.3,1.06,3.18,5.09,3.6
381B7140XPvAibaEXe9IpNurqmndXH+qg3Vn+lQG,1998,1,7.44,7.44,6.37,7.22,6.8,7.01,6.59,7.86
382011DDXPvAibaEXe+tKwu+Ol4th1ivtsIPFk30,1998,1,6.66,7.77,7.77,7.77,7.77,6.66,7.77,7.77
38203F07XPvAibaEXe/xn91tBWVNDcrAxydP4PlW,2000,1,8.55,8.55,7.48,7.48,8.55,7.48,7.48,6.41
3828C83AXPvAibaEXe+D5C9Re7EGLWuj0Stjr3Bt,1998,1,6.42,5.35,8.56,7.49,7.49,8.56,9.63,7.49
382BCEACXPvAibaEXe8zjuWfAVBr9cQalpl5Q/IX,1998,1,9.01,5.63,7.88,7.88,7.88,9.01,6.76,6.76
38319AE7XPvAibaEXe9ajZoptpw4tZCDFSYBMFfO,1996,1,7.74,7.74,6.64,6.64,6.64,6.64,7.74,7.74
38336209XPvAibaEXe9usUd9iNN9jABEhsG6mnP6,2001,1,9.78,8.7,7.61,5.44,9.78,8.7,7.61,8.7
383910F9XPvAibaEXe+7yjglV2dMp44sgNgpkvEP,1999,1,6.73,6.73,6.73,6.73,6.73,7.85,5.61,6.73
383C1E93XPvAibaEXe8qgRlcblbl2reK2ooH3F5F,1999,1,6.23,6.23,7.48,7.48,6.23,6.23,3.74,6.23
383D2EABXPvAibaEXe9mu9ZmuYOdkmMGEa8Ll4MV,2001,1,7.45,7.45,7.45,7.45,8.52,7.45,8.52,7.45
3855EE8BXPvAibaEXe+ltCXpm838vada+3errwGn,1996,1,7.69,7.69,8.97,7.69,6.41,7.69,6.41,5.13
3865C800XPvAibaEXe+3hDjf+K3BYc4C0x5gs0MP,1997,1,6.54,7.63,7.63,8.71,7.63,8.71,8.71,9.8
38731AB3XPvAibaEXe+WdrMfsV/1fXcQVlo2589t,2001,1,8.48,8.48,7.42,8.48,8.48,8.48,8.48,7.63
38788760XPvAibaEXe/RBAYWwu4rYK0CVEMKU8Zt,2000,0,6.29,7.34,8.39,8.39,8.39,7.34,8.39,7.55
3878C29EXPvAibaEXe+y4Ivhjp8SxjQuFnSDYUBF,1995,1,4.39,5.49,7.68,7.68,6.58,7.68,6.58,7.68
387D399AXPvAibaEXe/S5mChdnrLm+CxikMaVKbO,1996,1,7.12,6.11,7.12,7.12,6.72,1.02,5.9,5.29
387E2EFEXPvAibaEXe96K1aB3B4cKSj8mKKciukN,1997,1,1.01,1.81,3.02,3.02,1.01,4.02,2.82,3.22
387E8B4EXPvAibaEXe8PCwJaf/8k/Eh54OQuJg7t,2000,0,7.65,6.56,6.56,6.56,8.75,8.75,7.65,6.56
387F9F6AXPvAibaEXe/fvouekn0IRrwhvR4Pv+cu,1998,1,9.54,9.54,8.48,8.69,8.91,8.69,9.12,8.69
38810590XPvAibaEXe99wore2o79WsTS66UKQzU4,1998,1,6.81,9.08,9.08,9.08,9.08,9.08,8.62,8.62
3885E8B6XPvAibaEXe8Ukkk1brkJ6oo6iXPn9gBQ,1998,1,8.56,8.56,7.49,7.49,6.42,7.92,7.7,8.34
388967FEXPvAibaEXe80CrbkBDr5tSkoVrJXS+7O,2000,1,8.44,7.38,8.44,9.49,8.44,8.44,8.44,8.44
388F5376XPvAibaEXe+w176fpnMT1d8KDOOlDtzq,1998,1,7.5,7.5,5.36,7.5,6.65,7.93,7.5,7.72
3890980FXPvAibaEXe86hknCN730J2J+UZJMVZmR,2000,1,6.77,5.81,5.81,4.84,5.81,4.84,5.81,6.0
38912BD1XPvAibaEXe+zZoiw8Jl74MJpKKv5Zqd8,1998,1,8.68,8.68,8.68,8.68,8.68,8.25,7.81,7.81
3891A46AXPvAibaEXe/Slb+QOkcsVsneoXaanzBz,1998,1,7.03,5.02,6.03,5.83,6.03,7.03,7.23,6.83
3891E2B2XPvAibaEXe9ylQoUTvcEf/CadHxN20SV,1999,1,7.58,8.66,7.58,6.5,7.58,7.58,7.58,8.23
3899D7EDXPvAibaEXe9eSUilQ3V71guQIuvMMION,1995,1,6.14,5.32,6.14,6.14,6.14,6.14,4.09,5.11
389BB310XPvAibaEXe8qwxsYP7Gy4eLb0S9fgekj,2000,1,6.86,5.72,6.86,8.01,6.86,4.58,5.72,6.18
38A1E242XPvAibaEXe9ZBnO1fewQMTsxi1U7KHSO,2001,1,7.36,5.89,5.89,2.94,8.83,4.42,2.94,4.12
38A20D69XPvAibaEXe85pnNqK7QfqkiOSyBKpDla,1998,1,8.72,8.72,7.63,7.2,8.72,8.72,7.63,7.85
38A7026DXPvAibaEXe9hSzSdeSAT0oxt8vTYvGic,1996,1,7.64,7.64,7.64,7.64,7.64,8.73,8.73,8.73
38BAF724XPvAibaEXe+tKwu+Ol4th1HU9BFJl0mW,1998,1,2.99,1.99,4.99,3.99,4.99,3.99,1.0,3.59
38C5651CXPvAibaEXe+cHzUfz4XujsHtDWGSz/Ry,1998,1,7.21,8.24,8.24,9.27,8.24,8.65,8.45,9.06
38C61722XPvAibaEXe8Ukkk1brkJ6kB5Y/0BhtB8,1998,1,8.5,8.5,8.5,7.43,8.5,8.92,8.28,8.5
38D3371AXPvAibaEXe8zt9d6Yn9pDEc8FV9GJCTR,1995,1,6.8,6.8,7.94,6.8,7.94,7.94,6.8,6.8
38DAFA34XPvAibaEXe9t3AmSkf7FuaFg1NEYAf7f,2001,1,7.4,7.4,6.34,7.4,8.45,8.45,8.45,9.3
38DFAA3AXPvAibaEXe8n5o9RyAxUM97aRIy9CFct,1999,1,4.49,3.59,1.8,2.69,3.59,3.77,3.41,3.77
38E0E09DXPvAibaEXe8EW55eQakbv+uUFZg/LANz,1998,1,8.84,6.63,7.73,7.51,7.29,7.73,6.85,7.73
38E6B7C8XPvAibaEXe+rucNIMwNDA5T46kOrp2Dp,2000,0,3.63,8.47,6.05,4.84,7.26,8.47,8.47,7.26
38E8DC07XPvAibaEXe/kkFLQkmMrVaoyH+9zlsMt,1998,1,6.91,3.46,1.15,3.92,2.77,3.69,3.46,5.53
38EB064BXPvAibaEXe9vxrzlowp+zB/EU9nkuSdQ,1998,1,8.78,6.58,6.58,6.58,6.58,7.46,7.9,6.8
38EF64D0XPvAibaEXe8IsBka/KfNv0HzQ6FJKVog,2001,1,7.95,5.68,6.81,5.68,3.41,4.54,5.68,5.45
38F28A91XPvAibaEXe+EYzJPHISY8+p5lYWf9h1M,1998,1,6.48,6.48,7.57,6.48,7.57,7.57,7.57,7.57
38FB4ADDXPvAibaEXe8c53vaOKMxC0jV7Wt4ja3z,1996,1,8.04,7.15,8.04,8.04,8.04,8.04,8.04,7.5
38FECEB1XPvAibaEXe92HFjDDFybWwyEGDvL5kKq,2000,1,5.3,4.24,5.3,4.87,4.03,4.03,3.81,6.99
38FEDC84XPvAibaEXe9n6M+kQhqu8viyMaH0fvSb,1998,0,7.48,7.48,8.54,8.54,8.54,9.61,8.54,8.54
38FF2E95XPvAibaEXe8NrxrmA741ryUXhWKlA2pD,1998,1,7.34,4.89,7.34,6.11,7.34,1.22,3.91,4.89
39003BC0XPvAibaEXe9kEUKWGqhXVK1h8KWqeI78,2000,0,7.43,7.43,6.37,6.37,7.43,7.43,8.49,8.49
390334EFXPvAibaEXe/uepF/LZG2loVeOj3TnW+U,1998,1,3.47,1.39,2.36,3.19,4.16,2.77,2.63,2.91
39062D9AXPvAibaEXe++18r4MyQUqk2L5ghq7Y2y,1998,1,6.39,7.46,5.33,6.18,6.61,6.39,7.25,7.03
390E29FAXPvAibaEXe+pX9RZhc1jhrr2Jb8LigiS,2001,1,3.74,2.49,3.74,1.25,2.49,2.49,2.49,2.99
39108F6AXPvAibaEXe/kSDDr/jkTQ7+/Xg6ZnWbP,2001,1,6.59,6.59,5.49,6.59,6.59,6.59,6.59,7.03
3911197CXPvAibaEXe9KJs87LGFuVOm16UCaIfhp,1998,1,9.45,9.45,8.4,8.61,8.82,8.61,9.03,8.61
39115EE5XPvAibaEXe/5SY0P9d9+eOdlmFFtHNpT,1996,1,9.68,3.63,8.47,7.26,6.05,7.26,7.26,8.47
3915576CXPvAibaEXe+2WNqGC1yvSKOKZI9Al0PI,1998,1,7.37,7.37,8.6,4.91,4.91,5.16,5.4,5.4
391646FAXPvAibaEXe8LH8F9PEYD5ZpYjgqy/xnx,1998,1,8.28,9.31,8.28,6.21,7.24,7.04,7.66,8.07
3916C931XPvAibaEXe9Veo8epKbTmIqS44UompD3,1997,1,8.74,9.83,8.74,7.64,8.74,8.74,8.74,7.64
3919DCB7XPvAibaEXe+5f3nhbX2eh2hsnbnO0cTu,1995,1,7.89,6.77,6.77,6.77,7.89,7.89,6.77,7.89
39214D01XPvAibaEXe+zCbAzes7YitnRNWgiyH/F,1997,1,7.28,2.43,9.7,9.7,9.7,9.7,9.7,8.49
39230B48XPvAibaEXe/rtk4wDmxi98S/LHuv7pU7,1997,1,6.1,4.06,5.08,6.91,6.1,5.08,5.08,6.71
3927B689XPvAibaEXe8zgH8M9OgLp1vBREyp/09j,1998,1,6.21,7.45,8.7,7.45,2.48,4.47,5.71,6.96
393858D3XPvAibaEXe9x7lqCI2CnP0snHbt2aXIN,1998,1,8.72,8.72,8.72,8.5,8.5,9.15,8.72,7.85
393947CFXPvAibaEXe+tKlY40ATmdcydNFKt+0GA,1997,1,9.58,7.45,7.45,7.45,6.39,6.39,7.45,7.67
393A8579XPvAibaEXe/j7U1wtp2b2fbD/nh3qR8T,1997,1,6.8,5.67,6.8,6.8,7.94,6.8,7.94,9.07
393B3812XPvAibaEXe83j+j2N9N4IuuBUv/s3A7m,1998,1,5.92,4.74,2.37,3.55,4.74,4.97,4.5,4.97
3940EBAAXPvAibaEXe92yZ7KcyiZXgLY9OcYF2S/,2000,1,8.45,8.45,8.45,8.45,8.45,7.39,8.45,9.51
3944AB06XPvAibaEXe+O+EbU9awW5h7ndlUwoB2U,2000,1,6.34,6.34,6.34,7.6,6.34,3.8,7.6,3.8
395461C2XPvAibaEXe/k5cHhyiupXLmh+3h7CDfw,2001,1,9.61,8.55,8.55,8.55,8.55,8.55,9.61,8.76
3954B0A4XPvAibaEXe+98B3vqZGkWJb4LLYPp6eK,1997,1,7.65,5.46,7.65,7.65,7.65,6.55,6.55,7.65
395D74D2XPvAibaEXe9ETemEVgJcUe5I5YlQTNgV,1995,1,6.79,4.53,9.06,7.93,7.93,6.79,6.79,9.06
3966896DXPvAibaEXe+6mZaWgr2AGd+yXJ/C+lwh,2001,1,5.32,5.32,6.39,7.45,6.39,5.32,7.45,7.24
396D7784XPvAibaEXe+TQJLvJOj4BcG6LAOxINL3,1996,0,6.27,7.32,7.32,7.32,7.32,7.32,8.36,8.36
3972425AXPvAibaEXe9I+mwDmGnD1FSYMf0CckWD,1998,1,9.48,9.48,8.43,8.64,8.85,8.64,9.06,8.64
397401A6XPvAibaEXe/W1ZBpbjj8QZEVBWI8DHBt,2001,1,7.24,5.17,7.24,7.24,7.24,7.24,8.28,7.86
39775103XPvAibaEXe9KztDs5zkBQl1WXv9MHd5t,1998,1,6.32,6.32,6.32,6.32,5.26,6.95,7.16,5.68
3982AEB8XPvAibaEXe9sAb//V6ZS2KXwfbGgg74X,1998,1,6.13,7.35,7.35,3.68,4.9,3.92,3.92,5.39
398911F1XPvAibaEXe+72vl6t/d8Gfwu7yR0oQfT,1999,1,6.52,7.6,6.52,6.52,5.43,5.43,5.43,7.6
399746C9XPvAibaEXe/gedqgAoZha93WHbpk1xhv,1998,1,8.3,7.27,8.3,8.1,8.1,8.3,8.1,8.1
399DDFEAXPvAibaEXe9U/AuCAN8zZ/ZscG9vZe50,2000,1,9.45,9.45,8.4,9.45,9.45,9.45,9.45,9.24
39A303CAXPvAibaEXe9dY3g0Pb8XoLW76wHE7+EB,2000,1,7.49,7.49,6.42,7.49,7.49,8.56,8.56,8.77
39A7FB48XPvAibaEXe8Z1ibtCzbf7pot9rO/swVO,1998,1,7.45,7.45,6.39,7.45,6.39,7.24,7.87,6.81
39AC9DBFXPvAibaEXe+HozZBb+7rZ377lAPFyj3+,2000,1,7.38,7.38,7.38,8.44,8.44,9.49,7.38,8.65
39B20F4DXPvAibaEXe9gcLLHJLBBnc8cdqv19Ylu,1995,1,6.18,6.18,6.18,7.22,7.22,7.22,7.22,6.18
39B31C42XPvAibaEXe/pj/zSBjVU9Eh1ttjFLR6l,2001,1,9.23,9.23,8.08,6.93,9.23,8.08,3.46,6.23
39B39397XPvAibaEXe/vGZ1xWLvpK7wMZlgBlCBs,1998,1,10.0,10.0,9.62,9.4,7.83,8.73,9.62,9.62
39C240FDXPvAibaEXe8VQgmAEjfeNpOHA3JbdAhl,2000,1,5.5,6.6,6.6,8.8,7.7,7.7,8.8,5.5
39C7405FXPvAibaEXe/CLThnKnYPfrP4aclFFV14,2000,1,7.86,6.74,6.74,5.62,7.86,4.49,6.74,6.74
39CFA80DXPvAibaEXe+tg0ae8qw/giuc2CTRAuM8,1996,1,7.19,7.19,8.39,7.19,5.99,7.19,5.99,7.19
39D4218AXPvAibaEXe/48AmBx87wzGK3WUL/Secp,1998,1,8.85,8.85,8.85,8.63,8.63,9.29,8.85,7.97
39D76A4EXPvAibaEXe8Cym7B6GX+Tt/q64ZsOx/+,1995,1,6.48,4.32,6.48,5.4,6.48,4.32,5.4,6.48
39ECD5B4XPvAibaEXe/QkTB1xN5MPNzCUNWaIaPe,1998,1,5.7,6.84,7.98,6.84,5.7,6.84,6.16,7.3
39F053A4XPvAibaEXe9zVZKaStZ09Mr38O1aLuN9,2001,1,8.29,8.29,8.29,8.29,8.29,8.29,8.29,8.7
39F25730XPvAibaEXe/WuJYGMdaNyAXRB943SiE8,1996,0,9.53,8.47,7.42,8.47,7.42,8.47,7.42,8.47
39F5C1B3XPvAibaEXe+jRlsyXvmhz14SDotdKerS,2001,0,7.4,6.34,6.34,8.45,8.45,7.4,7.61,7.61
39F6946EXPvAibaEXe+DKeI4hPUyRptASjD3+43v,1998,1,9.68,8.61,8.61,8.82,8.82,8.39,8.18,9.04
39F73E00XPvAibaEXe8jwcgah0Ijmm8zUo4vVyOr,2000,1,7.78,6.67,6.67,8.89,7.78,7.78,7.78,7.12
